Wavelength_nm_,N__GRINS__16,N__GRINS__15,N__GRINS__14,N__GRINS__13,N__GRINS__12,N__GRINS__11,N__GRINS__10,N__GRINS__9,N__GRINS__8,N__GRINS__7,N__GRINS__6,N__GRINS__5,N__GRINS__4,N__GRINS__3,N__GRINS__2,N__GRINS__1
1700,0.84291262051906,0.888754848180713,0.923421486455475,0.925001360304666,0.923802011573743,0.875417741206181,0.840105760896968,0.757836265771218,0.684788478057882,0.59147671155539,0.489908568429685,0.397543034658558,0.297326102352321,0.210716674539505,0.135296514913244,0.0748546610422165
1690,0.845768750366855,0.892530449494847,0.924387441740984,0.926135875603904,0.921323244817096,0.875621588381117,0.834744951009969,0.757900936969955,0.679048909143125,0.591516246009003,0.486476510453485,0.397588513639722,0.297045119896874,0.210795488546373,0.135372662789423,0.0749262293370994
1680,0.848449523481342,0.89598070670875,0.925238328430218,0.927230707952391,0.919022488016174,0.875889186952563,0.829938882293678,0.758086910354741,0.674152340438083,0.591632521626488,0.48371431559228,0.397722994835966,0.296818355389869,0.211027537533105,0.135596829063173,0.0751371074028609
1670,0.8509290346342,0.899092082092052,0.925977928053444,0.928268822491869,0.916916382601632,0.87621500712552,0.825683851906224,0.758382143045898,0.670035817712877,0.591822056963885,0.481546117751124,0.397943565539677,0.296639962457572,0.211406346111458,0.135962763209492,0.0754818203578929
1660,0.853181301257995,0.901851152256434,0.92661004912382,0.929233150836351,0.91502154730556,0.876593521152139,0.821976670852755,0.758774608192307,0.666638415225984,0.592081382376201,0.47989784404494,0.398247338339253,0.296504114470583,0.211925572154476,0.136464407378093,0.0759552035514266
1650,0.855180295537035,0.904244630839019,0.92713852480286,0.930106597088422,0.913354597066797,0.877019201574274,0.818814667113998,0.759252286747402,0.663900939087103,0.592407037900757,0.47869681283072,0.398631447975291,0.296405000117913,0.212578983994378,0.137095862733577,0.0765523501359098
1640,0.856899980185517,0.90625939193545,0.927567210649766,0.930872045405488,0.911932163567752,0.877486519642374,0.816195688780405,0.759803160208459,0.661765652416563,0.592795571244286,0.477871382959986,0.39909304830671,0.296336819545055,0.213360438691098,0.137851357406124,0.0772685610734215
1630,0.858314347912968,0.907882494282627,0.927899982454626,0.931512369115948,0.910770917402718,0.877989943910718,0.81411810719189,0.760415204319144,0.660176022301282,0.59324353587375,0.477350654251535,0.399629309386785,0.296293781055995,0.214263861371458,0.138725216052691,0.0780992975761247
1620,0.859397464576962,0.909101206191121,0.92814073415547,0.932010441385323,0.909887591877687,0.878523939008985,0.812580820083159,0.761076383735367,0.659076488547285,0.593747489210904,0.477064219184453,0.40023741464912,0.29627009837921,0.215283225639003,0.139711831028725,0.0790401359807568
1610,0.860123516023138,0.909903031227249,0.928293375839201,0.932349147432299,0.909299008441663,0.879082964590169,0.811583254734624,0.761774647654396,0.658412254228762,0.594303990930588,0.476941965811411,0.400914558203541,0.296259988497621,0.216412535054474,0.140805635170381,0.0800867250571579
1600,0.86046685861249,0.910275734644825,0.92836183182638,0.932511398294728,0.909022103749469,0.879661474454835,0.811125371128908,0.762497926407262,0.658129098033687,0.59490960136275,0.476913931892225,0.401657942241916,0.296257670042516,0.217645805686935,0.142001076187252,0.0812347457508375
1590,0.860456232859771,0.910211452241467,0.928334954747293,0.93251989078239,0.909063609416725,0.880320879162419,0.811266796760133,0.763320993532845,0.658406020931354,0.59580149914423,0.477352331982838,0.402861086149388,0.29677981760614,0.21945260933542,0.143737273081544,0.0829266409969742
1580,0.860266641159809,0.909735364550982,0.928167756345494,0.932501244894824,0.909374936717172,0.881246521458024,0.812164102343309,0.764496362951156,0.659929575473263,0.597698305557837,0.479596440830984,0.405721076848316,0.29943641890422,0.223281309805071,0.147378781778371,0.0865500116576425
1570,0.85992088623929,0.908886507144453,0.9278655541023,0.932466541782072,0.909904888631774,0.882370085221366,0.813735563209894,0.765967147005765,0.662594456191015,0.600449671804482,0.483487426286421,0.410018153609484,0.304014664401498,0.228901285716557,0.15273547695078,0.0919567470567484
1560,0.85942707221855,0.907703942386663,0.927438096512426,0.932415903017921,0.910603896150931,0.883602386988999,0.815881099468927,0.767650203252253,0.666228468836882,0.603832420491934,0.488740677668044,0.415414209220988,0.31015408693822,0.235941625268975,0.159487925468185,0.0988723577869367
1550,0.858793333725568,0.906226831684919,0.926895149897693,0.932349450573678,0.911422371442988,0.884854028705664,0.818500775163331,0.769462135313025,0.670659838982242,0.607622056281603,0.495071528810475,0.421567019207118,0.317491705466812,0.244019731064724,0.16730158760854,0.106995867246958
1540,0.858027829180028,0.904494368657445,0.926246492119001,0.932267306807899,0.912310668502308,0.886035365672312,0.821494472101746,0.771319200491854,0.675716036685798,0.611591797381596,0.502191535432442,0.428126350267907,0.325653392129576,0.252730838501005,0.175812761454259,0.115975255513993
1530,0.85713873445064,0.902545720483802,0.925501906793725,0.932169594456186,0.913219057392648,0.887056519880594,0.824761627486503,0.773137263334698,0.681222841807173,0.615512041340378,0.509805700676393,0.434731633291518,0.334247866744759,0.261641562392908,0.184619746885731,0.125392144026536
1520,0.856134236885739,0.900419977437366,0.924671178018559,0.932056436621077,0.914097712085864,0.887827438733776,0.828201035337742,0.774831795136817,0.687003649965859,0.619150265141034,0.517610648819313,0.441011200939488,0.342863318700994,0.270287471828088,0.19327922917245,0.134755721077832
1510,0.855022529717141,0.898156110599827,0.923764085597785,0.931927956762005,0.914896711895929,0.888257999154114,0.831710711713671,0.776317919396163,0.692879019145532,0.622271359596136,0.525293747154775,0.446583089804805,0.351066656260112,0.278174693253022,0.20130788216174,0.143505908119876
1500,0.853609318851063,0.89561129253214,0.922696998540646,0.931684312317263,0.915603405048001,0.88831745093809,0.835494969007561,0.777516815542448,0.699150831035723,0.624685647405301,0.53285593922335,0.451187552927524,0.358616694547888,0.285006945100719,0.208395781873282,0.151258061866534
1490,0.850730736024241,0.89178556149409,0.920925642928451,0.930747780125431,0.916396449981709,0.888316982648704,0.841129615083707,0.778449427646039,0.70830271606785,0.626596123605129,0.541902198416168,0.455406886215226,0.366492800867458,0.291786045126096,0.215460226963472,0.159017106969718
1480,0.846396016390036,0.886750562974031,0.918425328322615,0.92912061939738,0.917258155964203,0.888316169241917,0.848256173306471,0.779210404194855,0.719796796164787,0.628197193952757,0.552266098765815,0.459422717442372,0.374797290187726,0.298625148137284,0.222624018265068,0.166924046394227
1470,0.840842096939232,0.880781926682782,0.915274521134038,0.926917156982786,0.918130522129595,0.888315143900878,0.856155067935707,0.779895698071962,0.73251727739921,0.62965107663438,0.563413334240259,0.463298664463853,0.383417694347383,0.305414724407553,0.229804245163534,0.174888776783628
1460,0.834305995961475,0.874153547537771,0.911551926010315,0.924251802006157,0.918955439843719,0.888314039808539,0.864094997418709,0.780601457714223,0.745312925286642,0.631120857955409,0.574789189823352,0.46709956873656,0.392236227818898,0.31204043274156,0.236912876617879,0.1828133082198
1450,0.827023313664413,0.867136358258243,0.907336231801214,0.921238729424056,0.919674698649877,0.88831299014756,0.871331324899921,0.781424009873606,0.756992677825473,0.632770404730693,0.585816516960629,0.470891406097187,0.401129527614098,0.318383446833408,0.243857014015065,0.190592204343485
1440,0.819227035834704,0.85999750151139,0.902705888652877,0.91799163187232,0.920230010595274,0.888312128100288,0.877107649715191,0.782459901719832,0.766330606605076,0.634764488754203,0.595896585191899,0.474741245340423,0.409968593439911,0.324320975560902,0.250539290350105,0.198113237740717
1430,0.811146640540885,0.852999901609395,0.897738916230766,0.914623539803259,0.920563052938128,0.888311586848855,0.880660559870558,0.783806002284315,0.772080225982033,0.63726912334819,0.604412809970641,0.478717254597515,0.418618928104253,0.329726977216038,0.256858415731864,0.205258260595098
1420,0.802914919519439,0.846358829448906,0.892431687298052,0.911199797482084,0.920532170701305,0.888358942007648,0.881359963618028,0.785737115136508,0.773303370170995,0.640554938498562,0.610871973551233,0.482879079871234,0.426961240450104,0.334505462916682,0.262731414338492,0.211928691729777
1410,0.793486858921285,0.839670058920055,0.885798476353939,0.907187775392606,0.919038162029554,0.889060889953719,0.880453516127497,0.790586178636288,0.773202205957039,0.646044630482636,0.616618404395145,0.487144815334701,0.435168928032214,0.338991350210172,0.268366790232227,0.218355470771586
1400,0.782655754711544,0.832780170381512,0.877688469923519,0.902474676579597,0.915953349025626,0.890503072633469,0.878403994298681,0.798670692273693,0.772750493022182,0.653902056510327,0.622063715742702,0.491477595469145,0.443312851896378,0.343271373248237,0.273821066561629,0.224597396138785
1390,0.770609622417051,0.825703726302234,0.868309091503447,0.897147152404168,0.911533945007953,0.892558421533373,0.875161248277384,0.809511919103015,0.771684274486226,0.663817862139581,0.627078196407549,0.495876639027008,0.451387011519505,0.347298862161804,0.279063588704929,0.230614224067532
1380,0.757535075328745,0.818455175351115,0.85786699062527,0.891291609208219,0.906037109627463,0.895100001647872,0.870677905260867,0.822632570973018,0.769740892262848,0.6754824561037,0.631530541961614,0.500341146331274,0.4593854013531,0.351026469972736,0.284063178394669,0.236364816293603
1370,0.743616085157139,0.811048837530949,0.846566739109672,0.884993943430209,0.899719294477112,0.898000616131115,0.864909747619227,0.837548809638958,0.766660265382048,0.688581144780457,0.635288372005766,0.504870298610971,0.467302014181446,0.354406355333003,0.28878825049445,0.241807341912367
1360,0.729032904378509,0.803498890147471,0.834609727991564,0.878339313377378,0.892834926605427,0.901132503970895,0.857816107767756,0.853763968004129,0.762186620723006,0.702790198488582,0.638218872802756,0.509463257357036,0.47513084452735,0.357390390958858,0.293206939604642,0.246899496795195
1350,0.713961150271793,0.795819354613476,0.822193265116019,0.871411947654407,0.885635429934064,0.904367130684789,0.849360279790297,0.870763991490947,0.756070676157358,0.71777384961163,0.640189565272454,0.514119163698551,0.482865892105475,0.359930397760006,0.297287236497085,0.251598740562295
